,Number of components,Type of DES,I,II,III,IV,V,Component#1,Component#2,Component#3,X#1 (molar fraction),X#2 (molar fraction),X#3 (molar fraction),"Temperature, K","Density, g/cm^3",Reference (DOI)
1130,2,Ⅲ,0,0,1,0,0,Choline chloride,Levulinic acid,,0.333,0.667,,333.15,1.115,10.1021/sc500439w
1131,2,Ⅲ,0,0,1,0,0,Choline chloride,Levulinic acid,,0.333,0.667,,338.15,1.112,10.1021/sc500439w
1132,2,Ⅲ,0,0,1,0,0,Choline chloride,Levulinic acid,,0.333,0.667,,343.15,1.108,10.1021/sc500439w
1133,2,Ⅲ,0,0,1,0,0,Choline chloride,Levulinic acid,,0.333,0.667,,348.15,1.105,10.1021/sc500439w
1134,2,Ⅲ,0,0,1,0,0,Choline chloride,Malonic acid,,0.5,0.5,,293.15,1.234,10.1021/sc500439w
1135,2,Ⅲ,0,0,1,0,0,Choline chloride,Malonic acid,,0.5,0.5,,298.15,1.231,10.1021/sc500439w
1136,2,Ⅲ,0,0,1,0,0,Choline chloride,Malonic acid,,0.5,0.5,,303.15,1.228,10.1021/sc500439w
1137,2,Ⅲ,0,0,1,0,0,Choline chloride,Malonic acid,,0.5,0.5,,308.15,1.224,10.1021/sc500439w
1138,2,Ⅲ,0,0,1,0,0,Choline chloride,Malonic acid,,0.5,0.5,,313.15,1.221,10.1021/sc500439w
1139,2,Ⅲ,0,0,1,0,0,Choline chloride,Malonic acid,,0.5,0.5,,318.15,1.218,10.1021/sc500439w
1140,2,Ⅲ,0,0,1,0,0,Choline chloride,Malonic acid,,0.5,0.5,,323.15,1.215,10.1021/sc500439w
1141,2,Ⅲ,0,0,1,0,0,Choline chloride,Malonic acid,,0.5,0.5,,328.15,1.212,10.1021/sc500439w
1142,2,Ⅲ,0,0,1,0,0,Choline chloride,Malonic acid,,0.5,0.5,,333.15,1.209,10.1021/sc500439w
1143,2,Ⅲ,0,0,1,0,0,Choline chloride,Malonic acid,,0.5,0.5,,338.15,1.207,10.1021/sc500439w
1144,2,Ⅲ,0,0,1,0,0,Choline chloride,Malonic acid,,0.5,0.5,,343.15,1.204,10.1021/sc500439w
1145,2,Ⅲ,0,0,1,0,0,Choline chloride,Malonic acid,,0.5,0.5,,348.15,1.201,10.1021/sc500439w
1146,2,Ⅲ,0,0,1,0,0,Choline chloride,Oxalic acid,,0.5,0.5,,293.15,1.263,10.1021/sc500439w
1147,2,Ⅲ,0,0,1,0,0,Choline chloride,Oxalic acid,,0.5,0.5,,298.15,1.259,10.1021/sc500439w
1148,2,Ⅲ,0,0,1,0,0,Choline chloride,Oxalic acid,,0.5,0.5,,303.15,1.255,10.1021/sc500439w
1149,2,Ⅲ,0,0,1,0,0,Choline chloride,Oxalic acid,,0.5,0.5,,308.15,1.252,10.1021/sc500439w
1150,2,Ⅲ,0,0,1,0,0,Choline chloride,Oxalic acid,,0.5,0.5,,313.15,1.248,10.1021/sc500439w
1151,2,Ⅲ,0,0,1,0,0,Choline chloride,Oxalic acid,,0.5,0.5,,318.15,1.245,10.1021/sc500439w
1152,2,Ⅲ,0,0,1,0,0,Choline chloride,Oxalic acid,,0.5,0.5,,323.15,1.241,10.1021/sc500439w
1153,2,Ⅲ,0,0,1,0,0,Choline chloride,Oxalic acid,,0.5,0.5,,328.15,1.238,10.1021/sc500439w
1154,2,Ⅲ,0,0,1,0,0,Choline chloride,Oxalic acid,,0.5,0.5,,333.15,1.234,10.1021/sc500439w
1155,2,Ⅲ,0,0,1,0,0,Choline chloride,Oxalic acid,,0.5,0.5,,338.15,1.231,10.1021/sc500439w
1156,2,Ⅲ,0,0,1,0,0,Choline chloride,Oxalic acid,,0.5,0.5,,343.15,1.228,10.1021/sc500439w
1157,2,Ⅲ,0,0,1,0,0,Choline chloride,Oxalic acid,,0.5,0.5,,348.15,1.224,10.1021/sc500439w
1158,2,Ⅲ,0,0,1,0,0,Choline chloride,Glutaric acid,,0.5,0.5,,293.15,1.1865,10.1016/j.molliq.2019.01.053
1159,2,Ⅲ,0,0,1,0,0,Choline chloride,Glutaric acid,,0.5,0.5,,298.15,1.1834,10.1016/j.molliq.2019.01.053
1160,2,Ⅲ,0,0,1,0,0,Choline chloride,Glutaric acid,,0.5,0.5,,303.15,1.1804,10.1016/j.molliq.2019.01.053
1161,2,Ⅲ,0,0,1,0,0,Choline chloride,Glutaric acid,,0.5,0.5,,308.15,1.1773,10.1016/j.molliq.2019.01.053
1162,2,Ⅲ,0,0,1,0,0,Choline chloride,Glutaric acid,,0.5,0.5,,313.15,1.1743,10.1016/j.molliq.2019.01.053
1163,2,Ⅲ,0,0,1,0,0,Choline chloride,Glutaric acid,,0.5,0.5,,318.15,1.1713,10.1016/j.molliq.2019.01.053
1164,2,Ⅲ,0,0,1,0,0,Choline chloride,Glutaric acid,,0.5,0.5,,323.15,1.1683,10.1016/j.molliq.2019.01.053
1165,2,Ⅲ,0,0,1,0,0,Choline chloride,Malonic acid,,0.5,0.5,,293.15,1.234479,10.1016/j.molliq.2019.01.053
1166,2,Ⅲ,0,0,1,0,0,Choline chloride,Malonic acid,,0.5,0.5,,298.15,1.231419,10.1016/j.molliq.2019.01.053
1167,2,Ⅲ,0,0,1,0,0,Choline chloride,Malonic acid,,0.5,0.5,,303.15,1.228312,10.1016/j.molliq.2019.01.053
1168,2,Ⅲ,0,0,1,0,0,Choline chloride,Malonic acid,,0.5,0.5,,308.15,1.225331,10.1016/j.molliq.2019.01.053
1169,2,Ⅲ,0,0,1,0,0,Choline chloride,Malonic acid,,0.5,0.5,,313.15,1.222312,10.1016/j.molliq.2019.01.053
1170,2,Ⅲ,0,0,1,0,0,Choline chloride,Malonic acid,,0.5,0.5,,318.15,1.219332,10.1016/j.molliq.2019.01.053
1171,2,Ⅲ,0,0,1,0,0,Choline chloride,Malonic acid,,0.5,0.5,,323.15,1.216201,10.1016/j.molliq.2019.01.053
1172,2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.333,0.667,,293.15,1.1943,10.1016/j.fluid.2014.01.028
1173,2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.333,0.667,,303.15,1.1885,10.1016/j.fluid.2014.01.028
1174,2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.333,0.667,,313.15,1.1827,10.1016/j.fluid.2014.01.028
1175,2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.333,0.667,,323.15,1.177,10.1016/j.fluid.2014.01.028
1176,2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.333,0.667,,333.15,1.1713,10.1016/j.fluid.2014.01.028
1177,2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.333,0.667,,343.15,1.1648,10.1016/j.fluid.2014.01.028
1178,2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.333,0.667,,353.15,1.1575,10.1016/j.fluid.2014.01.028
1179,2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.333,0.667,,363.15,1.1495,10.1016/j.fluid.2014.01.028
1180,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.063,0.938,,298.15,1.1732,10.1016/j.fluid.2012.12.001
1181,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.063,0.938,,303.15,1.2071,10.1016/j.fluid.2012.12.001
1182,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.063,0.938,,308.15,1.203,10.1016/j.fluid.2012.12.001
1183,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.063,0.938,,313.15,1.199,10.1016/j.fluid.2012.12.001
1184,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.063,0.938,,318.15,1.195,10.1016/j.fluid.2012.12.001
1185,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.063,0.938,,323.15,1.191,10.1016/j.fluid.2012.12.001
1186,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.063,0.938,,328.15,1.1869,10.1016/j.fluid.2012.12.001
1187,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.063,0.938,,333.15,1.1829,10.1016/j.fluid.2012.12.001
1188,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.063,0.938,,338.15,1.1788,10.1016/j.fluid.2012.12.001
1189,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.063,0.938,,343.15,1.1747,10.1016/j.fluid.2012.12.001
1190,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.063,0.938,,348.15,1.1707,10.1016/j.fluid.2012.12.001
1191,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.063,0.938,,353.15,1.1667,10.1016/j.fluid.2012.12.001
1192,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.063,0.938,,358.15,1.1627,10.1016/j.fluid.2012.12.001
1193,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.063,0.938,,363.15,1.1586,10.1016/j.fluid.2012.12.001
1194,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.091,0.909,,298.15,1.2113,10.1016/j.fluid.2012.12.001
1195,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.091,0.909,,303.15,1.2071,10.1016/j.fluid.2012.12.001
1196,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.091,0.909,,308.15,1.203,10.1016/j.fluid.2012.12.001
1197,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.091,0.909,,313.15,1.199,10.1016/j.fluid.2012.12.001
1198,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.091,0.909,,318.15,1.195,10.1016/j.fluid.2012.12.001
1199,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.091,0.909,,323.15,1.191,10.1016/j.fluid.2012.12.001
1200,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.091,0.909,,328.15,1.1869,10.1016/j.fluid.2012.12.001
1201,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.091,0.909,,333.15,1.1829,10.1016/j.fluid.2012.12.001
1202,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.091,0.909,,338.15,1.1788,10.1016/j.fluid.2012.12.001
1203,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.091,0.909,,343.15,1.1747,10.1016/j.fluid.2012.12.001
1204,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.091,0.909,,348.15,1.1707,10.1016/j.fluid.2012.12.001
1205,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.091,0.909,,353.15,1.1667,10.1016/j.fluid.2012.12.001
1206,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.091,0.909,,358.15,1.1627,10.1016/j.fluid.2012.12.001
1207,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.091,0.909,,363.15,1.1586,10.1016/j.fluid.2012.12.001
1208,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.111,0.889,,298.15,1.208,10.1016/j.fluid.2012.12.001
1209,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.111,0.889,,303.15,1.204,10.1016/j.fluid.2012.12.001
1210,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.111,0.889,,308.15,1.2001,10.1016/j.fluid.2012.12.001
1211,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.111,0.889,,313.15,1.1962,10.1016/j.fluid.2012.12.001
1212,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.111,0.889,,318.15,1.1923,10.1016/j.fluid.2012.12.001
1213,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.111,0.889,,323.15,1.1884,10.1016/j.fluid.2012.12.001
1214,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.111,0.889,,328.15,1.1845,10.1016/j.fluid.2012.12.001
1215,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.111,0.889,,333.15,1.1805,10.1016/j.fluid.2012.12.001
1216,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.111,0.889,,338.15,1.1766,10.1016/j.fluid.2012.12.001
1217,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.111,0.889,,343.15,1.1727,10.1016/j.fluid.2012.12.001
1218,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.111,0.889,,348.15,1.1688,10.1016/j.fluid.2012.12.001
1219,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.111,0.889,,353.15,1.1648,10.1016/j.fluid.2012.12.001
1220,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.111,0.889,,358.15,1.1609,10.1016/j.fluid.2012.12.001
1221,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.111,0.889,,363.15,1.1571,10.1016/j.fluid.2012.12.001
1222,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.167,0.833,,298.15,38718.0,10.1016/j.fluid.2012.12.001
1223,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.167,0.833,,303.15,24473.0,10.1016/j.fluid.2012.12.001
1224,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.167,0.833,,308.15,1.193,10.1016/j.fluid.2012.12.001
1225,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.167,0.833,,313.15,1.1893,10.1016/j.fluid.2012.12.001
1226,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.167,0.833,,318.15,1.1856,10.1016/j.fluid.2012.12.001
1227,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.167,0.833,,323.15,1.1819,10.1016/j.fluid.2012.12.001
1228,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.167,0.833,,328.15,1.1783,10.1016/j.fluid.2012.12.001
1229,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.167,0.833,,333.15,1.1746,10.1016/j.fluid.2012.12.001
1230,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.167,0.833,,338.15,1.1709,10.1016/j.fluid.2012.12.001
1231,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.167,0.833,,343.15,1.1672,10.1016/j.fluid.2012.12.001
1232,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.167,0.833,,348.15,1.1635,10.1016/j.fluid.2012.12.001
1233,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.167,0.833,,353.15,1.1598,10.1016/j.fluid.2012.12.001
1234,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.167,0.833,,358.15,1.1561,10.1016/j.fluid.2012.12.001
1235,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.167,0.833,,363.15,1.1523,10.1016/j.fluid.2012.12.001
1236,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.222,0.778,,298.15,11689.0,10.1016/j.fluid.2012.12.001
1237,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.222,0.778,,303.15,1.1894,10.1016/j.fluid.2012.12.001
1238,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.222,0.778,,308.15,1.1859,10.1016/j.fluid.2012.12.001
1239,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.222,0.778,,313.15,1.1823,10.1016/j.fluid.2012.12.001
1240,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.222,0.778,,318.15,1.1788,10.1016/j.fluid.2012.12.001
1241,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.222,0.778,,323.15,1.1753,10.1016/j.fluid.2012.12.001
1242,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.222,0.778,,328.15,1.1718,10.1016/j.fluid.2012.12.001
1243,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.222,0.778,,333.15,1.1683,10.1016/j.fluid.2012.12.001
1244,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.222,0.778,,338.15,1.1648,10.1016/j.fluid.2012.12.001
1245,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.222,0.778,,343.15,1.1613,10.1016/j.fluid.2012.12.001
1246,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.222,0.778,,348.15,1.1578,10.1016/j.fluid.2012.12.001
1247,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.222,0.778,,353.15,1.1542,10.1016/j.fluid.2012.12.001
1248,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.222,0.778,,358.15,1.1509,10.1016/j.fluid.2012.12.001
1249,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.222,0.778,,363.15,1.1474,10.1016/j.fluid.2012.12.001
1250,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.25,0.75,,298.15,1.1893,10.1016/j.fluid.2012.12.001
1251,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.25,0.75,,303.15,1.1856,10.1016/j.fluid.2012.12.001
1252,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.25,0.75,,308.15,1.1821,10.1016/j.fluid.2012.12.001
1253,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.25,0.75,,313.15,1.1786,10.1016/j.fluid.2012.12.001
1254,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.25,0.75,,318.15,1.1752,10.1016/j.fluid.2012.12.001
1255,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.25,0.75,,323.15,1.1718,10.1016/j.fluid.2012.12.001
1256,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.25,0.75,,328.15,1.1684,10.1016/j.fluid.2012.12.001
1257,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.25,0.75,,333.15,1.165,10.1016/j.fluid.2012.12.001
1258,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.25,0.75,,338.15,1.1616,10.1016/j.fluid.2012.12.001
1259,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.25,0.75,,343.15,1.1582,10.1016/j.fluid.2012.12.001
1260,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.25,0.75,,348.15,1.1549,10.1016/j.fluid.2012.12.001
1261,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.25,0.75,,353.15,1.1515,10.1016/j.fluid.2012.12.001
1262,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.25,0.75,,358.15,1.1481,10.1016/j.fluid.2012.12.001
1263,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.25,0.75,,363.15,1.1447,10.1016/j.fluid.2012.12.001
1264,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.286,0.714,,298.15,1.1847,10.1016/j.fluid.2012.12.001
1265,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.286,0.714,,303.15,1.1811,10.1016/j.fluid.2012.12.001
1266,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.286,0.714,,308.15,1.1777,10.1016/j.fluid.2012.12.001
1267,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.286,0.714,,313.15,1.1744,10.1016/j.fluid.2012.12.001
1268,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.286,0.714,,318.15,1.1711,10.1016/j.fluid.2012.12.001
1269,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.286,0.714,,323.15,1.1679,10.1016/j.fluid.2012.12.001
1270,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.286,0.714,,328.15,1.1646,10.1016/j.fluid.2012.12.001
1271,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.286,0.714,,333.15,1.1613,10.1016/j.fluid.2012.12.001
1272,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.286,0.714,,338.15,1.158,10.1016/j.fluid.2012.12.001
1273,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.286,0.714,,343.15,1.1548,10.1016/j.fluid.2012.12.001
1274,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.286,0.714,,348.15,1.1515,10.1016/j.fluid.2012.12.001
1275,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.286,0.714,,353.15,1.1483,10.1016/j.fluid.2012.12.001
1276,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.286,0.714,,358.15,1.1451,10.1016/j.fluid.2012.12.001
1277,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.286,0.714,,363.15,1.1419,10.1016/j.fluid.2012.12.001
1278,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.333,0.667,,298.15,1.1793,10.1016/j.fluid.2012.12.001
1279,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.333,0.667,,303.15,1.1758,10.1016/j.fluid.2012.12.001
1280,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.333,0.667,,308.15,1.1725,10.1016/j.fluid.2012.12.001
1281,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.333,0.667,,313.15,1.1693,10.1016/j.fluid.2012.12.001
1282,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.333,0.667,,318.15,1.1662,10.1016/j.fluid.2012.12.001
1283,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.333,0.667,,323.15,1.163,10.1016/j.fluid.2012.12.001
1284,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.333,0.667,,328.15,1.1599,10.1016/j.fluid.2012.12.001
1285,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.333,0.667,,333.15,1.1567,10.1016/j.fluid.2012.12.001
1286,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.333,0.667,,338.15,1.1536,10.1016/j.fluid.2012.12.001
1287,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.333,0.667,,343.15,1.1505,10.1016/j.fluid.2012.12.001
1288,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.333,0.667,,348.15,1.1474,10.1016/j.fluid.2012.12.001
1289,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.333,0.667,,353.15,1.1443,10.1016/j.fluid.2012.12.001
1290,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.333,0.667,,358.15,1.1412,10.1016/j.fluid.2012.12.001
1291,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.333,0.667,,363.15,1.1381,10.1016/j.fluid.2012.12.001
1292,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.4,0.6,,298.15,1.1749,10.1016/j.fluid.2012.12.001
1293,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.4,0.6,,303.15,1.1714,10.1016/j.fluid.2012.12.001
1294,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.4,0.6,,308.15,1.1682,10.1016/j.fluid.2012.12.001
1295,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.4,0.6,,313.15,1.165,10.1016/j.fluid.2012.12.001
1296,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.4,0.6,,318.15,1.1619,10.1016/j.fluid.2012.12.001
1297,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.4,0.6,,323.15,1.1589,10.1016/j.fluid.2012.12.001
1298,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.4,0.6,,328.15,1.1558,10.1016/j.fluid.2012.12.001
1299,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.4,0.6,,333.15,1.1527,10.1016/j.fluid.2012.12.001
1300,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.4,0.6,,338.15,1.1497,10.1016/j.fluid.2012.12.001
1301,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.4,0.6,,343.15,1.1467,10.1016/j.fluid.2012.12.001
1302,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.4,0.6,,348.15,1.1437,10.1016/j.fluid.2012.12.001
1303,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.4,0.6,,353.15,1.1407,10.1016/j.fluid.2012.12.001
1304,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.4,0.6,,358.15,1.1377,10.1016/j.fluid.2012.12.001
1305,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.4,0.6,,363.15,1.1347,10.1016/j.fluid.2012.12.001
1306,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.435,0.565,,298.15,1.1663,10.1016/j.fluid.2012.12.001
1307,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.435,0.565,,303.15,1.1631,10.1016/j.fluid.2012.12.001
1308,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.435,0.565,,308.15,42370.0,10.1016/j.fluid.2012.12.001
1309,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.435,0.565,,313.15,1.157,10.1016/j.fluid.2012.12.001
1310,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.435,0.565,,318.15,1.154,10.1016/j.fluid.2012.12.001
1311,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.435,0.565,,323.15,1.1511,10.1016/j.fluid.2012.12.001
1312,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.435,0.565,,328.15,1.1482,10.1016/j.fluid.2012.12.001
1313,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.435,0.565,,333.15,1.1453,10.1016/j.fluid.2012.12.001
1314,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.435,0.565,,338.15,1.1424,10.1016/j.fluid.2012.12.001
1315,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.435,0.565,,343.15,1.1396,10.1016/j.fluid.2012.12.001
1316,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.435,0.565,,348.15,1.1367,10.1016/j.fluid.2012.12.001
1317,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.435,0.565,,353.15,1.1339,10.1016/j.fluid.2012.12.001
1318,2,Ⅲ,0,0,1,0,0,Choline chloride,L-Lactic acid,,0.435,0.565,,358.15,1.1311,10.1016/j.fluid.2012.12.001
